method,sequence,accuracy,recall,fps,reinit,num_frames
pmmh,bag,0.646605,0.574274,4.08333,13,196
pmmh,bag,0.630591,0.631544,2.27907,22,196
pmmh,bag,0.711407,0.662997,4,11,196
pmmh,bag,0.628312,0.665082,2.33333,26,196
pmmh,bag,0.722531,0.600673,4.55814,12,196
pmmh,bag,0.668594,0.597363,4.08333,10,196
pmmh,bag,0.710898,0.667021,3.5,7,196
pmmh,bag,0.711508,0.647254,3.76923,13,196
pmmh,bag,0.644314,0.6377,2.36145,18,196
pmmh,bag,0.652577,0.621895,3.62963,9,196
pmmh,bag,0.647221,0.681095,2.04167,15,196
pmmh,bag,0.619927,0.620509,2.48101,23,196
pmmh,bag,0.702743,0.600797,4.08333,9,196
pmmh,bag,0.700134,0.597217,4.08333,11,196
pmmh,bag,0.635695,0.632612,3.84314,11,196
tracker,bag,0.550518,0.657254,15.0769,15,196
tracker,bag,0.53468,0.672679,16.3333,12,196
tracker,bag,0.634487,0.641469,19.6,18,196
tracker,bag,0.646079,0.682395,19.6,17,196
tracker,bag,0.630604,0.648929,16.3333,14,196
tracker,bag,0.643114,0.691957,17.8182,15,196
tracker,bag,0.653412,0.634472,19.6,18,196
tracker,bag,0.644312,0.658396,19.6,13,196
tracker,bag,0.677277,0.663279,17.8182,13,196
tracker,bag,0.570239,0.673721,16.3333,15,196
tracker,bag,0.640638,0.664698,16.3333,12,196
tracker,bag,0.638023,0.686848,16.3333,15,196
tracker,bag,0.658491,0.658866,17.8182,17,196
tracker,bag,0.463142,0.502244,21.7778,2,196
tracker,bag,0.635358,0.622541,19.6,16,196
pmmh,ball1,0.53121,0.557373,13.125,15,105
pmmh,ball1,0.528294,0.557665,13.125,18,105
pmmh,ball1,0.581365,0.603845,13.125,16,105
pmmh,ball1,0.536966,0.565179,17.5,16,105
pmmh,ball1,0.586033,0.608715,17.5,17,105
pmmh,ball1,0.519684,0.539184,13.125,15,105
pmmh,ball1,0.548064,0.570332,13.125,16,105
pmmh,ball1,0.555576,0.573663,17.5,17,105
pmmh,ball1,0.5445,0.577749,13.125,16,105
pmmh,ball1,0.544994,0.557524,17.5,20,105
pmmh,ball1,0.534995,0.567134,17.5,18,105
pmmh,ball1,0.56423,0.595557,13.125,15,105
pmmh,ball1,0.506343,0.529876,17.5,19,105
pmmh,ball1,0.577819,0.594932,11.6667,15,105
pmmh,ball1,0.531927,0.553282,15,18,105
tracker,ball1,0.525047,0.547813,105,14,105
tracker,ball1,0.516176,0.545995,105,15,105
tracker,ball1,0.542621,0.554946,105,17,105
tracker,ball1,0.549115,0.571104,105,16,105
tracker,ball1,0.539705,0.561193,105,14,105
tracker,ball1,0.518463,0.548501,105,14,105
tracker,ball1,0.569149,0.590269,105,17,105
tracker,ball1,0.530213,0.557605,105,16,105
tracker,ball1,0.563167,0.594811,105,19,105
tracker,ball1,0.516953,0.527388,105,16,105
tracker,ball1,0.580293,0.607266,105,15,105
tracker,ball1,0.557875,0.580028,1.05e+10,17,105
tracker,ball1,0.543871,0.569511,105,16,105
tracker,ball1,0.547563,0.573823,105,18,105
tracker,ball1,0.545481,0.567477,105,15,105
pmmh,ball2,0.495557,0.579312,41,5,41
pmmh,ball2,0.559724,0.634964,41,7,41
pmmh,ball2,0.652765,0.737187,41,5,41
pmmh,ball2,0.587674,0.660475,41,7,41
pmmh,ball2,0.506155,0.56817,20.5,6,41
pmmh,ball2,0.619927,0.695034,41,7,41
pmmh,ball2,0.533066,0.617133,41,7,41
pmmh,ball2,0.600873,0.652255,41,7,41
pmmh,ball2,0.519945,0.582952,41,7,41
pmmh,ball2,0.631326,0.698113,41,7,41
pmmh,ball2,0.540681,0.602408,41,8,41
pmmh,ball2,0.455164,0.534885,20.5,7,41
pmmh,ball2,0.589282,0.667194,41,8,41
pmmh,ball2,0.56958,0.635176,41,8,41
pmmh,ball2,0.651775,0.729107,41,7,41
tracker,ball2,0.55955,0.698813,4.1e+09,5,41
tracker,ball2,0.532481,0.593246,4.1e+09,7,41
tracker,ball2,0.623886,0.719205,4.1e+09,4,41
tracker,ball2,0.545418,0.635086,4.1e+09,7,41
tracker,ball2,0.578441,0.729316,4.1e+09,6,41
tracker,ball2,0.586993,0.700153,4.1e+09,3,41
tracker,ball2,0.599311,0.682081,41,6,41
tracker,ball2,0.633268,0.743522,4.1e+09,6,41
tracker,ball2,0.579663,0.743045,41,4,41
tracker,ball2,0.459988,0.562674,4.1e+09,3,41
tracker,ball2,0.518178,0.61197,4.1e+09,6,41
tracker,ball2,0.595075,0.679637,4.1e+09,4,41
tracker,ball2,0.616159,0.699087,4.1e+09,6,41
tracker,ball2,0.588164,0.664176,4.1e+09,8,41
tracker,ball2,0.528058,0.6087,4.1e+09,7,41
pmmh,basketball,0.682253,0.645274,7.47423,22,725
pmmh,basketball,0.71025,0.692187,7.03883,22,725
pmmh,basketball,0.718962,0.665438,7.17822,22,725
pmmh,basketball,0.683251,0.56795,5.89431,22,725
pmmh,basketball,0.580674,0.565334,5.33088,30,725
pmmh,basketball,0.552138,0.607198,4.50311,27,725
pmmh,basketball,0.667486,0.623823,5.17857,25,725
pmmh,basketball,0.67024,0.644195,7.25,27,725
pmmh,basketball,0.623034,0.643908,4.76974,30,725
pmmh,basketball,0.682943,0.640981,7.32323,19,725
pmmh,basketball,0.545422,0.586611,4.70779,31,725
pmmh,basketball,0.689515,0.632249,5.45113,31,725
pmmh,basketball,0.612656,0.636228,4.89865,31,725
pmmh,basketball,0.665762,0.656652,6.90476,32,725
pmmh,basketball,0.654888,0.657346,5.06993,27,725
tracker,basketball,0.729849,0.661289,45.3125,22,725
tracker,basketball,0.682013,0.682233,40.2778,26,725
tracker,basketball,0.71714,0.687241,42.6471,18,725
tracker,basketball,0.68982,0.606015,48.3333,16,725
tracker,basketball,0.692352,0.667974,42.6471,16,725
tracker,basketball,0.710255,0.657693,45.3125,25,725
tracker,basketball,0.711304,0.596599,51.7857,15,725
tracker,basketball,0.706539,0.665049,42.6471,18,725
tracker,basketball,0.714441,0.661526,45.3125,29,725
tracker,basketball,0.804446,0.623335,51.7857,12,725
tracker,basketball,0.733838,0.603064,51.7857,20,725
tracker,basketball,0.726124,0.708559,42.6471,17,725
tracker,basketball,0.676327,0.648747,42.6471,21,725
tracker,basketball,0.248729,0.268218,90.625,473,725
tracker,basketball,0.632179,0.582006,48.3333,20,725
pmmh,birds1,0.540207,0.521979,10.9355,83,339
pmmh,birds1,0.514255,0.522728,16.95,97,339
pmmh,birds1,0.539584,0.528614,16.95,100,339
pmmh,birds1,0.574095,0.537611,11.6897,87,339
pmmh,birds1,0.522557,0.512815,16.95,93,339
pmmh,birds1,0.542153,0.520606,12.1071,92,339
pmmh,birds1,0.54681,0.515631,13.0385,104,339
pmmh,birds1,0.556582,0.526844,16.95,87,339
pmmh,birds1,0.525553,0.52187,11.6897,95,339
pmmh,birds1,0.523851,0.537313,10.9355,86,339
pmmh,birds1,0.529876,0.509267,16.95,96,339
pmmh,birds1,0.539188,0.509305,13.0385,99,339
pmmh,birds1,0.535687,0.530931,16.1429,82,339
pmmh,birds1,0.539024,0.509547,17.8421,101,339
pmmh,birds1,0.532604,0.534888,16.1429,93,339
tracker,birds1,0.528191,0.52022,84.75,98,339
tracker,birds1,0.531157,0.521451,84.75,93,339
tracker,birds1,0.519363,0.525758,84.75,107,339
tracker,birds1,0.527379,0.522531,113,102,339
tracker,birds1,0.506889,0.511727,84.75,88,339
tracker,birds1,0.522395,0.530939,113,98,339
tracker,birds1,0.541247,0.555959,84.75,97,339
tracker,birds1,0.542777,0.528965,113,100,339
tracker,birds1,0.53144,0.52519,84.75,100,339
tracker,birds1,0.539543,0.534326,84.75,94,339
tracker,birds1,0.535358,0.531847,84.75,104,339
tracker,birds1,0.538603,0.525231,113,93,339
tracker,birds1,0.524858,0.512465,84.75,94,339
tracker,birds1,0.520546,0.516664,113,106,339
tracker,birds1,0.524145,0.527432,84.75,95,339
pmmh,birds2,0.437723,0.542032,5.5,33,539
pmmh,birds2,0.475731,0.488847,5.61458,9,539
pmmh,birds2,0.477499,0.447808,9.2931,35,539
pmmh,birds2,0.468408,0.554446,5.33663,11,539
pmmh,birds2,0.374142,0.476325,7.59155,30,539
pmmh,birds2,0.484838,0.42162,6.82278,32,539
pmmh,birds2,0.477069,0.449927,6.34118,22,539
pmmh,birds2,0.465929,0.585726,7.81159,39,539
pmmh,birds2,0.36306,0.440034,5.7957,42,539
pmmh,birds2,0.433427,0.536064,5.5567,38,539
pmmh,birds2,0.559861,0.547146,6.1954,9,539
pmmh,birds2,0.417209,0.443194,6.1954,26,539
pmmh,birds2,0.534257,0.515353,8.69355,12,539
pmmh,birds2,0.510187,0.583547,7.28378,5,539
pmmh,birds2,0.422169,0.524983,5.5,35,539
tracker,birds2,0.536974,0.57197,49,18,539
tracker,birds2,0.53508,0.4994,59.8889,11,539
tracker,birds2,0.508729,0.636516,44.9167,4,539
tracker,birds2,0.444756,0.551682,44.9167,32,539
tracker,birds2,0.424662,0.530491,49,33,539
tracker,birds2,0.441735,0.566584,44.9167,33,539
tracker,birds2,0.376781,0.486595,44.9167,33,539
tracker,birds2,0.45741,0.516402,53.9,38,539
tracker,birds2,0.463968,0.444123,53.9,36,539
tracker,birds2,0.54679,0.525732,53.9,32,539
tracker,birds2,0.445763,0.520305,44.9167,10,539
tracker,birds2,0.356637,0.465795,49,34,539
tracker,birds2,0.464766,0.437309,59.8889,36,539
tracker,birds2,0.542033,0.529505,53.9,11,539
tracker,birds2,0.525335,0.466664,59.8889,11,539
pmmh,blanket,0.74354,0.6734,10.7143,2,225
pmmh,blanket,0.777875,0.76771,10.2273,2,225
pmmh,blanket,0.704881,0.58766,11.25,2,225
pmmh,blanket,0.781694,0.753462,10.2273,4,225
pmmh,blanket,0.802473,0.76833,10.7143,3,225
pmmh,blanket,0.767155,0.617526,17.3077,2,225
pmmh,blanket,0.920154,0.409487,32.1429,1,225
pmmh,blanket,0.726163,0.650502,11.25,1,225
pmmh,blanket,0.805702,0.630183,16.0714,2,225
pmmh,blanket,0.798099,0.792698,10.2273,2,225
pmmh,blanket,0.785302,0.741198,17.3077,2,225
pmmh,blanket,0.730031,0.629314,11.25,1,225
pmmh,blanket,0.79279,0.746878,14.0625,2,225
pmmh,blanket,0.630235,0.608307,10.2273,3,225
pmmh,blanket,0.710138,0.633509,16.0714,1,225
tracker,blanket,0.774102,0.727296,75,2,225
tracker,blanket,0.750578,0.689193,112.5,1,225
tracker,blanket,0.74877,0.608585,112.5,2,225
tracker,blanket,0.78089,0.730725,112.5,2,225
tracker,blanket,0.742045,0.693988,112.5,1,225
tracker,blanket,0.763434,0.742983,75,3,225
tracker,blanket,0.740729,0.76061,75,1,225
tracker,blanket,0.73863,0.653692,112.5,1,225
tracker,blanket,0.752305,0.730771,112.5,2,225
tracker,blanket,0.768146,0.765945,75,3,225
tracker,blanket,0.762603,0.677323,75,1,225
tracker,blanket,0.741131,0.683903,112.5,1,225
tracker,blanket,0.754075,0.724713,112.5,2,225
tracker,blanket,0.742686,0.653914,112.5,3,225
tracker,blanket,0.796,0.61363,112.5,2,225
pmmh,bmx,0.709608,0.479453,0.531469,3,76
pmmh,bmx,0.670793,0.464584,0.550725,3,76
pmmh,bmx,0.750264,0.57742,1.35714,2,76
pmmh,bmx,0.6582,0.525132,0.608,2,76
pmmh,bmx,0.606087,0.494311,0.826087,2,76
pmmh,bmx,0.742986,0.551662,1.43396,2,76
pmmh,bmx,0.757254,0.549624,1.35714,1,76
pmmh,bmx,0.613816,0.435586,0.603175,4,76
pmmh,bmx,0.574963,0.618673,0.506667,2,76
pmmh,bmx,0.738418,0.592273,0.926829,1,76
pmmh,bmx,0.857024,0.611247,1.38182,2,76
pmmh,bmx,0.658181,0.522263,0.853933,2,76
pmmh,bmx,0.605265,0.494967,0.571429,2,76
pmmh,bmx,0.689491,0.53149,0.844444,4,76
pmmh,bmx,0.616782,0.525904,0.844444,2,76
tracker,bmx,0.61547,0.663052,4.47059,3,76
tracker,bmx,0.550673,0.53582,4.47059,4,76
tracker,bmx,0.617508,0.556135,5.84615,4,76
tracker,bmx,0.626068,0.594824,4.47059,3,76
tracker,bmx,0.730113,0.552825,8.44444,2,76
tracker,bmx,0.641043,0.604427,4.47059,3,76
tracker,bmx,0.751434,0.58261,7.6,2,76
tracker,bmx,0.747298,0.536985,7.6,1,76
tracker,bmx,0.718921,0.559369,7.6,2,76
tracker,bmx,0.714339,0.646809,4.47059,1,76
tracker,bmx,0.762258,0.328295,7.6,2,76
tracker,bmx,0.849884,0.598213,8.44444,1,76
tracker,bmx,0.743236,0.58894,8.44444,1,76
tracker,bmx,0.688825,0.503257,8.44444,3,76
tracker,bmx,0.611068,0.568758,4.47059,3,76
pmmh,bolt1,0.784379,0.722327,16.6667,3,350
pmmh,bolt1,0.821573,0.743834,12.5,1,350
pmmh,bolt1,0.760774,0.590686,18.4211,1,350
pmmh,bolt1,0.757841,0.614224,12.963,5,350
pmmh,bolt1,0.80765,0.585925,20.5882,0,350
pmmh,bolt1,0.805725,0.553974,21.875,0,350
pmmh,bolt1,0.730351,0.691412,15.2174,4,350
pmmh,bolt1,0.734288,0.699994,15.9091,3,350
pmmh,bolt1,0.743032,0.736623,15.2174,3,350
pmmh,bolt1,0.779746,0.568816,19.4444,2,350
pmmh,bolt1,0.744536,0.726969,11.2903,2,350
pmmh,bolt1,0.79196,0.667642,12.963,1,350
pmmh,bolt1,0.80913,0.555045,15.2174,0,350
pmmh,bolt1,0.74918,0.711883,15.9091,3,350
pmmh,bolt1,0.765797,0.713531,11.2903,1,350
tracker,bolt1,0.773986,0.645733,116.667,4,350
tracker,bolt1,0.742549,0.756189,116.667,4,350
tracker,bolt1,0.808356,0.601889,175,1,350
tracker,bolt1,0.765516,0.717054,87.5,2,350
tracker,bolt1,0.731467,0.739901,87.5,3,350
tracker,bolt1,0.732875,0.737966,116.667,8,350
tracker,bolt1,0.730842,0.665976,116.667,1,350
tracker,bolt1,0.791148,0.604571,116.667,0,350
tracker,bolt1,0.802146,0.679482,116.667,1,350
tracker,bolt1,0.813938,0.623257,116.667,0,350
tracker,bolt1,0.755136,0.629889,116.667,1,350
tracker,bolt1,0.778638,0.72427,116.667,4,350
tracker,bolt1,0.802599,0.706953,116.667,2,350
tracker,bolt1,0.803076,0.677812,116.667,1,350
tracker,bolt1,0.740356,0.69544,87.5,2,350
pmmh,bolt2,0.654174,0.725171,12.7391,6,293
pmmh,bolt2,0.636007,0.703204,12.2083,10,293
pmmh,bolt2,0.668156,0.648595,14.65,11,293
pmmh,bolt2,0.607782,0.623708,14.65,20,293
pmmh,bolt2,0.679202,0.70595,16.2778,10,293
pmmh,bolt2,0.625758,0.665684,16.2778,11,293
pmmh,bolt2,0.668717,0.704526,13.3182,7,293
pmmh,bolt2,0.653607,0.666712,13.3182,7,293
pmmh,bolt2,0.629199,0.672377,16.2778,10,293
pmmh,bolt2,0.666692,0.675643,13.9524,7,293
pmmh,bolt2,0.683658,0.681972,17.2353,11,293
pmmh,bolt2,0.647943,0.674946,16.2778,8,293
pmmh,bolt2,0.748966,0.737595,13.3182,9,293
pmmh,bolt2,0.626194,0.617847,15.4211,17,293
pmmh,bolt2,0.650005,0.656007,17.2353,13,293
tracker,bolt2,0.580711,0.630278,97.6667,8,293
tracker,bolt2,0.666563,0.66626,97.6667,9,293
tracker,bolt2,0.639977,0.668854,97.6667,10,293
tracker,bolt2,0.638956,0.657772,146.5,10,293
tracker,bolt2,0.687337,0.763695,146.5,6,293
tracker,bolt2,0.630457,0.637177,146.5,9,293
tracker,bolt2,0.642014,0.655892,146.5,12,293
tracker,bolt2,0.647738,0.685226,97.6667,10,293
tracker,bolt2,0.624767,0.675691,97.6667,15,293
tracker,bolt2,0.662568,0.71166,97.6667,13,293
tracker,bolt2,0.608792,0.623524,97.6667,9,293
tracker,bolt2,0.729148,0.729392,97.6667,7,293
tracker,bolt2,0.688971,0.663346,146.5,12,293
tracker,bolt2,0.69862,0.715427,146.5,10,293
tracker,bolt2,0.600112,0.655999,146.5,7,293
pmmh,book,0.51514,0.546969,10.9375,19,175
pmmh,book,0.507287,0.531905,9.72222,16,175
pmmh,book,0.538421,0.535922,7.95455,24,175
pmmh,book,0.567459,0.523515,8.33333,20,175
pmmh,book,0.558385,0.596158,9.72222,20,175
pmmh,book,0.485865,0.52682,9.21053,21,175
pmmh,book,0.56873,0.579073,6.73077,16,175
pmmh,book,0.587968,0.577339,7.95455,20,175
pmmh,book,0.529276,0.588754,9.21053,17,175
pmmh,book,0.54074,0.514087,10.9375,22,175
pmmh,book,0.558785,0.523252,7.6087,22,175
pmmh,book,0.524531,0.554995,7.29167,18,175
pmmh,book,0.454005,0.520928,9.21053,17,175
pmmh,book,0.544801,0.559388,11.6667,20,175
pmmh,book,0.496241,0.528937,7,18,175
tracker,book,0.542438,0.542246,58.3333,19,175
tracker,book,0.506648,0.505852,87.5,21,175
tracker,book,0.520589,0.555706,58.3333,18,175
tracker,book,0.57922,0.551406,58.3333,21,175
tracker,book,0.555718,0.547848,58.3333,20,175
tracker,book,0.579109,0.575422,58.3333,18,175
tracker,book,0.513593,0.548366,58.3333,18,175
tracker,book,0.630464,0.590782,58.3333,16,175
tracker,book,0.606607,0.526242,87.5,18,175
tracker,book,0.49814,0.51051,87.5,16,175
tracker,book,0.515432,0.560489,58.3333,17,175
tracker,book,0.559946,0.55575,87.5,22,175
tracker,book,0.504217,0.520413,58.3333,16,175
tracker,book,0.529487,0.576321,58.3333,18,175
tracker,book,0.543743,0.543405,58.3333,19,175
pmmh,butterfly,0.628818,0.392966,8.88235,3,151
pmmh,butterfly,0.64649,0.41879,8.38889,2,151
pmmh,butterfly,0.653545,0.451404,6.29167,3,151
pmmh,butterfly,0.664195,0.415946,8.88235,3,151
pmmh,butterfly,0.543418,0.433898,5.59259,5,151
pmmh,butterfly,0.652356,0.463699,6.56522,2,151
pmmh,butterfly,0.670971,0.447937,6.29167,4,151
pmmh,butterfly,0.653483,0.470701,7.94737,4,151
pmmh,butterfly,0.665828,0.421268,7.19048,2,151
pmmh,butterfly,0.61689,0.443066,6.56522,2,151
pmmh,butterfly,0.673537,0.421595,8.88235,2,151
pmmh,butterfly,0.62276,0.439813,8.38889,3,151
pmmh,butterfly,0.650738,0.479185,7.94737,5,151
pmmh,butterfly,0.642112,0.419914,6.56522,2,151
pmmh,butterfly,0.70748,0.450554,6.86364,3,151
tracker,butterfly,0.695424,0.420184,50.3333,3,151
tracker,butterfly,0.677093,0.440395,50.3333,3,151
tracker,butterfly,0.630911,0.444872,75.5,2,151
tracker,butterfly,0.621027,0.457416,75.5,3,151
tracker,butterfly,0.686561,0.434831,50.3333,2,151
tracker,butterfly,0.634413,0.452147,50.3333,2,151
tracker,butterfly,0.656482,0.405504,50.3333,2,151
tracker,butterfly,0.584113,0.533707,37.75,3,151
tracker,butterfly,0.604096,0.526422,37.75,6,151
tracker,butterfly,0.626044,0.408207,50.3333,4,151
tracker,butterfly,0.67477,0.4674,50.3333,3,151
tracker,butterfly,0.692061,0.427545,75.5,2,151
tracker,butterfly,0.596118,0.749931,25.1667,2,151
tracker,butterfly,0.623657,0.448909,50.3333,2,151
tracker,butterfly,0.628431,0.460169,50.3333,5,151
pmmh,car1,0.531056,0.551397,6.18333,78,742
pmmh,car1,0.520247,0.539175,4.09945,76,742
pmmh,car1,0.503744,0.525698,6.18333,88,742
pmmh,car1,0.518536,0.544371,5.98387,78,742
pmmh,car1,0.541594,0.56414,6.13223,82,742
pmmh,car1,0.540611,0.569521,6.03252,80,742
pmmh,car1,0.520109,0.543679,4.03261,76,742
pmmh,car1,0.526951,0.552363,6.03252,69,742
pmmh,car1,0.529906,0.55204,6.18333,84,742
pmmh,car1,0.502221,0.522836,6.28814,82,742
pmmh,car1,0.523306,0.541367,6.18333,80,742
pmmh,car1,0.512193,0.536748,6.13223,85,742
pmmh,car1,0.518332,0.538152,6.28814,88,742
pmmh,car1,0.506824,0.529756,4.05464,79,742
pmmh,car1,0.522156,0.546763,4.03261,77,742
tracker,car1,0.54522,0.572196,33.7273,73,742
tracker,car1,0.542039,0.569602,32.2609,70,742
tracker,car1,0.539402,0.556816,33.7273,74,742
tracker,car1,0.548679,0.572889,33.7273,76,742
tracker,car1,0.534622,0.564837,32.2609,69,742
tracker,car1,0.545153,0.57029,33.7273,79,742
tracker,car1,0.552916,0.576573,32.2609,59,742
tracker,car1,0.524408,0.551119,32.2609,67,742
tracker,car1,0.55486,0.593233,30.9167,70,742
tracker,car1,0.54874,0.570427,32.2609,69,742
tracker,car1,0.530011,0.563832,32.2609,59,742
tracker,car1,0.532075,0.557746,33.7273,72,742
tracker,car1,0.535483,0.561769,32.2609,65,742
tracker,car1,0.532048,0.555972,32.2609,70,742
tracker,car1,0.546394,0.574813,32.2609,75,742
pmmh,car2,0.563323,0.650469,30.2308,10,393
pmmh,car2,0.567904,0.670189,32.75,12,393
pmmh,car2,0.529272,0.612901,24.5625,11,393
pmmh,car2,0.535504,0.57715,24.5625,13,393
pmmh,car2,0.516523,0.618971,24.5625,9,393
pmmh,car2,0.572097,0.688645,32.75,7,393
pmmh,car2,0.547075,0.647316,24.5625,14,393
pmmh,car2,0.555457,0.631653,32.75,15,393
pmmh,car2,0.541089,0.612961,32.75,6,393
pmmh,car2,0.531541,0.595747,26.2,19,393
pmmh,car2,0.576103,0.652273,32.75,6,393
pmmh,car2,0.471578,0.528569,26.2,19,393
pmmh,car2,0.542002,0.616971,32.75,10,393
pmmh,car2,0.510127,0.627146,24.5625,17,393
pmmh,car2,0.54008,0.612784,35.7273,6,393
tracker,car2,0.545018,0.632334,196.5,3,393
tracker,car2,0.545845,0.628087,196.5,3,393
tracker,car2,0.474728,0.556542,196.5,8,393
tracker,car2,0.548265,0.676058,196.5,4,393
tracker,car2,0.587344,0.677224,196.5,5,393
tracker,car2,0.609188,0.721109,196.5,5,393
tracker,car2,0.507886,0.635939,131,3,393
tracker,car2,0.497173,0.577702,196.5,11,393
tracker,car2,0.538334,0.652782,196.5,5,393
tracker,car2,0.459899,0.553515,196.5,8,393
tracker,car2,0.51733,0.625434,196.5,9,393
tracker,car2,0.52912,0.606114,196.5,5,393
tracker,car2,0.503799,0.607154,196.5,8,393
tracker,car2,0.5532,0.670458,196.5,7,393
tracker,car2,0.540396,0.621223,196.5,7,393
pmmh,crossing,0.764304,0.479806,5.95455,6,131
pmmh,crossing,0.747558,0.463559,5.03846,10,131
pmmh,crossing,0.762121,0.478325,4.36667,6,131
pmmh,crossing,0.770933,0.519377,4.85185,6,131
pmmh,crossing,0.771635,0.470126,4.67857,6,131
pmmh,crossing,0.748986,0.468914,4.51724,6,131
pmmh,crossing,0.654079,0.436675,5.69565,9,131
pmmh,crossing,0.650979,0.431217,5.24,6,131
pmmh,crossing,0.69581,0.465189,4.36667,9,131
pmmh,crossing,0.745437,0.467238,6.2381,7,131
pmmh,crossing,0.742348,0.508434,5.95455,8,131
pmmh,crossing,0.745386,0.487216,5.45833,8,131
pmmh,crossing,0.755332,0.481592,6.2381,8,131
pmmh,crossing,0.62068,0.40285,5.45833,8,131
pmmh,crossing,0.764485,0.485299,4.36667,6,131
tracker,crossing,0.739749,0.481168,43.6667,7,131
tracker,crossing,0.748056,0.478407,32.75,6,131
tracker,crossing,0.755215,0.487594,43.6667,6,131
tracker,crossing,0.778761,0.493768,32.75,5,131
tracker,crossing,0.753976,0.528787,43.6667,6,131
tracker,crossing,0.741344,0.418208,43.6667,7,131
tracker,crossing,0.811624,0.454807,65.5,7,131
tracker,crossing,0.803519,0.440033,43.6667,6,131
tracker,crossing,0.780582,0.50045,32.75,7,131
tracker,crossing,0.617924,0.48853,32.75,8,131
tracker,crossing,0.76686,0.496391,32.75,9,131
tracker,crossing,0.699995,0.469518,43.6667,9,131
tracker,crossing,0.767725,0.486819,32.75,6,131
tracker,crossing,0.725412,0.49963,32.75,8,131
tracker,crossing,0.724163,0.463772,32.75,11,131
pmmh,dinosaur,0.575963,0.565832,6.26923,8,326
pmmh,dinosaur,0.552423,0.601543,3.97561,11,326
pmmh,dinosaur,0.567243,0.608676,4.17949,9,326
pmmh,dinosaur,0.55623,0.59174,4.52778,9,326
pmmh,dinosaur,0.535958,0.566877,5.7193,10,326
pmmh,dinosaur,0.574742,0.619111,6.03704,10,326
pmmh,dinosaur,0.563661,0.569094,4.59155,10,326
pmmh,dinosaur,0.563158,0.558046,4.65714,9,326
pmmh,dinosaur,0.566662,0.568507,4.59155,9,326
pmmh,dinosaur,0.566234,0.603318,5.34426,8,326
pmmh,dinosaur,0.511857,0.544922,4.34667,11,326
pmmh,dinosaur,0.531765,0.586362,6.03704,9,326
pmmh,dinosaur,0.526978,0.549554,4.23377,12,326
pmmh,dinosaur,0.536692,0.557205,4.59155,9,326
pmmh,dinosaur,0.557377,0.61877,5.52542,9,326
tracker,dinosaur,0.572666,0.534969,40.75,8,326
tracker,dinosaur,0.574284,0.571296,36.2222,4,326
tracker,dinosaur,0.560331,0.570773,36.2222,10,326
tracker,dinosaur,0.574955,0.664898,32.6,8,326
tracker,dinosaur,0.553329,0.562636,36.2222,10,326
tracker,dinosaur,0.583236,0.571558,40.75,11,326
tracker,dinosaur,0.579869,0.600372,36.2222,8,326
tracker,dinosaur,0.569184,0.589627,36.2222,12,326
tracker,dinosaur,0.564612,0.605836,36.2222,7,326
tracker,dinosaur,0.575442,0.599806,40.75,8,326
tracker,dinosaur,0.522326,0.58102,36.2222,9,326
tracker,dinosaur,0.550484,0.587385,36.2222,8,326
tracker,dinosaur,0.570656,0.600437,36.2222,10,326
tracker,dinosaur,0.56506,0.55211,46.5714,9,326
tracker,dinosaur,0.586839,0.575745,40.75,7,326
pmmh,fernando,0.643816,0.620144,2,27,292
pmmh,fernando,0.652266,0.648304,2.63063,29,292
pmmh,fernando,0.56256,0.482893,3.07368,18,292
pmmh,fernando,0.630439,0.63553,2.6789,28,292
pmmh,fernando,0.708514,0.52304,2.53913,11,292
pmmh,fernando,0.626629,0.595284,1.94667,20,292
pmmh,fernando,0.635504,0.635083,2.65455,24,292
pmmh,fernando,0.609197,0.61528,1.87179,32,292
pmmh,fernando,0.592347,0.608963,1.825,23,292
pmmh,fernando,0.615994,0.63154,1.95973,26,292
pmmh,fernando,0.621727,0.609988,2.7037,26,292
pmmh,fernando,0.627782,0.570366,2.94949,19,292
pmmh,fernando,0.569215,0.54047,1.9085,17,292
pmmh,fernando,0.674256,0.655578,2.75472,25,292
pmmh,fernando,0.629984,0.614364,2.72897,24,292
tracker,fernando,0.587209,0.560335,16.2222,27,292
tracker,fernando,0.607552,0.621252,14.6,20,292
tracker,fernando,0.615688,0.665662,14.6,28,292
tracker,fernando,0.632107,0.638302,15.3684,23,292
tracker,fernando,0.588135,0.599528,14.6,16,292
tracker,fernando,0.604675,0.630687,14.6,24,292
tracker,fernando,0.646521,0.661139,15.3684,24,292
tracker,fernando,0.667673,0.585612,17.1765,19,292
tracker,fernando,0.636928,0.527356,18.25,20,292
tracker,fernando,0.627816,0.63512,16.2222,25,292
tracker,fernando,0.623928,0.627872,15.3684,20,292
tracker,fernando,0.651101,0.531056,19.4667,19,292
tracker,fernando,0.591301,0.586008,15.3684,27,292
tracker,fernando,0.584297,0.580531,14.6,21,292
tracker,fernando,0.628584,0.642597,15.3684,23,292
pmmh,fish1,0.652868,0.520304,18.3,10,366
pmmh,fish1,0.557041,0.543949,9.89189,11,366
pmmh,fish1,0.57649,0.545628,15.913,9,366
pmmh,fish1,0.584288,0.619138,9.15,15,366
pmmh,fish1,0.713245,0.629267,16.6364,8,366
pmmh,fish1,0.616407,0.572111,15.913,17,366
pmmh,fish1,0.580459,0.570223,14.64,11,366
